name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Nalla,,Aiel,Female,,,,,,,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,
Namene,,Domani,Female,Tall,,,,Slim,,,,KOD,24,KOD,24,White Tower,,Novice,Alive ,,,,,
Nana,,Mayene,Female,,,,,,,,,WH,5,COT,7,,,,Alive ,,Maid,,,
Nalhera,,Far Madding,Female,,,gray,,,,,,WH,22,WH,2,,,,Alive ,,Innkeeper,,,
Nan Belman,,Andoran,Female,,,,,,,,,LOC,28,LOC,28,Darkfriend,,,Alive ,,,,,
Naime din Malzar,,,Female,,,,,,,,,TPOD,5,TPOD,5,,,Windfinder,Alive ,,,,,
Nalaene Forrell,,Ghealdanin,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Unknown,,,Yellow Ajah,,
Nakomi,,Aiel,Female,,,graying,,,,,,TOM,39,AMOL,Epilogue,,,,Unknown,,,,,
Nagora,,Cairhienin,Female,Short,,"Pale, in a roll",,Lean,,,,KOD,24,TGS,12,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Namine Tasil,,Domani,Female,,,,,,,TGS,31,,,,,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Nalasia Merhan,,Unknown nationality,Female,,,,,,,,,TGS,Epilogue,TGS,Epilogue,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Nacelle Kayama,855 NE,Malkieri,Female,Tall,,,Blue,Slender,,,,KOD,23,KOD,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Rubinde Acedone,853 NE,Mayener,Female,,,Very dark,"Blue, like sapphires",Sturdy,,,,TPOD,25,AMOL,Epilogue,White Tower,,Aes Sedai,Alive ,,Sitter,Green Ajah,,
N'Delia Basolaine,,Hol Cuchone,Female,,,,,,,TFOH,Prologue,,,,,Hol Cuchone,Swordfast,First Maid,Dead,,Historian,,,
Naean Arawn,,Andoran,Female,,,Gleaming dark,"Blue, big",Slim,,,,TFOH,19,TOM,50,Andor,Lady,High Seat,Alive ,,,,,
Rosel of Essam,,Essam,Female,,,,,,,21,,,,,,,,,Dead,,Author,,,
Nadere,,Aiel,Female,Tall,,Pale,Green,Wide,,,,WH,Prologue,TGS,3, ,,,Alive ,,Wise One,,Goshien,Unknown sept
Ryma Galfrey,902 NE,Unknown nationality,Female,,,Dark,Blue,Slim,,NS,6,NS,11,WH,28,Seanchan,,Aes Sedai,Alive ,,,Yellow Ajah,,
Rosene,,Mayene,Female,,,,,,,,,WH,5,COT,7,,,,Alive ,,Maid,,,
Naiselle,,Altaran,Female,,,,,,,,,TPOD,6,TPOD,20,,,,Alive ,,Banker,,,
Rosara Medrano,,Tairen,Female,Tall,,Black,,,,,,COT,Prologue,COT,Prologue,Unaligned sisters,,Aes Sedai,Alive ,,,Brown Ajah,,
Naeise,,Aiel,Female,,,,,,,,,ACOS,40,,,Sevanna,,,Dead,1000 NE,,,Shaido,Moshaine
Rosana,,Tairen,Female,,,,Blue,Lean,,,,TPOD,13,TPOD,21,The Dragon Reborn,High Lady of Tear,,Alive ,,,,,
Rosil,,Unknown nationality,Female,,,,,"Slender, lanky",,,,TOM,20,AMOL,37,White Tower,Mistress of Novices,Aes Sedai,Alive ,,,Yellow Ajah,,
Rosala,,Seanchan,Female,,,,,,,KOD,Prologue,,,,,,,,Alive ,,Servant,,,
Roon,,Ghealdanin,Female,,,,,,,TDR,8,,,,,,Wisdom,,Alive ,,Healer,,,
Ronde Macura,,Amadician,Female,,,Dark,,,,,,TFOH,9,WH,14,Seanchan,,,Alive ,,Seamstress,,,
Romanda Cassin,726 NE,Far Madding,Female,,,Gray,Dark,,,,,LOC,15,AMOL,20,White Tower,First Weaver,Aes Sedai,Dead,1000 NE,Sitter,Yellow Ajah,,
Ronelle,,Unknown nationality,Female,,,,,,,,,LOC,14,LOC,14,White Tower,,Accepted,Alive ,,,,,
Ronaille Vevanios,,Illianer,Female,,,,,,,,,LOC,55,LOC,55,The Dragon Reborn,,Aes Sedai,Alive ,,,White Ajah,,
Rodera,,Aiel,Female,,,,,,,,,LOC,24,LOC,25,,,,Alive ,,,,Shaido,Unknown sept
,,,,,,,,,,,,,,,,,,,,,,,,
Riselle,,Altaran,Female,,,,,,,,,ACOS,29,WH,30,,,,Alive ,,Maid,,,
Rilith,,Ghealdanin,Female,,,,,,,TDR,8,,,,,,,,Alive ,,,,,
Rianna Andomeran,,Kandori,Female,,,"Black, streak of white",,,,TDR,25,TDR,51,AMOL,42,Black Ajah,,Aes Sedai,Alive ,,Dreadlord,White Ajah,,
Rina Hafden,923 NE,Amadician,Female,,,,,Stocky,,,,NS,7,TOM,27,White Tower,,Aes Sedai,Alive ,,Sitter,Green Ajah,,
Rhiannon,,Unknown nationality,Female,,,,,,,ACOS,24,,,,,,,Queen,Dead,,,,,
Riallin,,Aiel,Female,,,Yellow-red,,A little plump,,,,ACOS,18,TGS,29, ,,,Alive ,,,,Unknown clan,Unknown sept
Rhian,,Aiel,Female,,,Red,,,,,,TGH,35,TGH,35, ,,,Alive ,,,,Unknown clan,Unknown sept
Rhiale,,Aiel,Female,,,Flame,,,,,,ACOS,Prologue,KOD,5,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Rhea Avin,,Andoran,Female,,,"Dark, waist-length braid",,,,,,LOC,Prologue,LOC,Prologue,Two Rivers,,,Alive ,,,,,
Resara,,Domani,Female,,,,,,,TFOH,1,,,,,,,,Unknown,,Merchant,,,
Rendra,,Taraboner,Female,,,Honey-colored,Brown,,,,,TSR,39,TSR,55,Tarabon,,,Alive ,,Innkeeper,,,
Renaile din Calon Blue Star,,,Female,,,"Dark, with wings of white",,,,,,ACOS,39,TOM,36,,,Windfinder,Alive ,,,,,
Rhea,,Aiel,Female,,,,,,,,,,,,,,,,Dead,,,,Da'shain Aiel,
Renna Emain,,Seanchan,Female,Short,,"Long, brown","Big, brown",,,,,TGH,40,COT,29,,,,Dead,1000 NE,,,,
Renala Merlon,,Unknown nationality,Female,,,,,,,TGS,16,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Reene Harfor,,Andoran,Female,,,Graying,,Slightly Plump,,,,LOC,10,KOD,35,House Trakand,,,Unknown,,First Maid,,,
Razina Hazzan,,Saldaean,Female,,,,,,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Reiko Kerevon,827 NE,Arafellin,Female,,,"Long, Dark",,Stout,,,,COT,19,COT,19,White Tower,,Aes Sedai,Alive ,,,Blue Ajah,,
Ravashi,,Seanchan,Female,,,,,,,KOD,11,,,,,,,,Dead,1000 NE,,,,
Reanne Corly,588 NE,Unknown nationality,Female,,,Gray,Blue,,,ACOS,22,ACOS,23,KOD,14,The Kin,Eldest,Elder,Dead,1000 NE,,,,
Rasoria Domanche,,Tairen,Female,,,Yellow,Blue,Stocky,,,,WH,26,COT,14,Queen's Guard,,,Alive ,,Soldier,,,
Rashima Kerenmosa,1150 AB,Unknown nationality,Female,,,,,,,LOC,49,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,1301 AB,,Green Ajah,,
Rana,,Andoran,Female,,,,,,,LOC,Prologue,,,,,,,,Alive ,,Seamstress,,,
Reale,,Cairhienin,Female,,,,,,,,,ACOS,5,ACOS,5,Colavaere Saighan,,,Alive ,,Maid,,,
Ramola,,Unknown nationality,Female,,,,,,,,,TOM,38,TOM,38,Black Ajah,,Aes Sedai,Alive ,,,Unknown Ajah,,
Rainyn din Burun,,,Female,,,,,,,,,TPOD,2,KOD,33,,,Windfinder,Alive ,,,,,
Ramesa,,Arafellin,Female,Tall,,,,Slender,,,,KOD,Prologue,KOD,Prologue,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Rahema Arnon,,Altaran,Female,,,,Haggard,,,,,COT,26,COT,26,,,,Alive ,,Merchant,,,
Rahvin's Pet Aes Sedai,,,Female,,,,Brown,,,,,TFOH,Prologue,TFOH,Prologue,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Raemassa,,Unknown nationality,Female,,,,,,,,,AMOL,20,AMOL,20,,,Aes Sedai,Alive ,,,Unknown Ajah,,
Rafela Cindal,948 NE,Tairen,Female,,,Dark,,Plump,,,,NS,11,KOD,21,White Tower,,Aes Sedai,Alive ,,,Blue Ajah,,
Raechin Connoral,,Unknown nationality,Female,Tall,,Dark,,,,,,TOM,27,AMOL,37,White Tower,,Aes Sedai,Alive ,,Sitter,Red Ajah,,
Susu,,Murandian,Female,,,,,,,,,TFOH,11,TFOH,11,,,,Alive ,,Entertainer,,,
Rabayn Marushta,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,36 NE,,White Ajah,,
Suroth Sabelle Meldarath,,Seanchan,Female,,,Dark,Black,,,,,TGH,40,KOD,Epilogue,Darkfriend,,,Alive ,,,,,
Radhanan,,Seanchan,Female,,,,,,,TGH,29,,,,,,Empress of Seanchan ,Empress,Dead,1000 NE,,,,
Susa al'Seen,,Andoran,Female,,,,,Slight,,,,LOC,10,LOC,11,White Tower,,Novice,Alive ,,,,,
Racelle Arovni,,Kandori,Female,Tall,,Graying,Dark,,,,,NS,16,NS,16,,,,Alive ,,Innkeeper,,,
Surial,,Aiel,Female,,,,,,,,,TGS,11,TOM,12, ,,,Alive ,,,,Unknown clan,Unknown sept
Surya,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Surela,,Seanchan,Female,,,,,,,TSR,1,,,,,,,,Alive ,,,,,
Surandha,,Aiel,Female,,,Dark Golden,Large Blue,,,,,LOC,27,LOC,33, ,,,Alive ,,Wise One apprentice,,Unknown clan,Unknown sept
Susa Wynn,,Murandian,Female,,,,,,,,,NS,5,NS,5,,,,Alive ,,,,,
Surine,,Seanchan,Female,Tall,,,,,,TSR,46,,,,,,,,Alive ,,,,,
Suraile,,Aiel,Female,,,,,,,ACOS,40,,,,,Sevanna,,,Alive ,,,,Shaido,Moshaine
Sumeko Karistovan,,Arafellin,Female,,,,,Stout,,ACOS,24,ACOS,31,AMOL,7,The Kin,,Elder,Alive ,,Wise Woman,,,
Sulmara,,Masenasharin,Female,,,,,,,RPG,,,,,,,Queen of Masenashar ,Queen,Dead,,,,,
Surasa,,Kandori,Female,,,,,,,TPOD,Prologue,,,,,Kandor,Queen of Kandor ,Queen,Dead,,,,,
Sulin,,Aiel,Female,,,White,"Pale blue, sharp",Wiry,,,,TFOH,7,TOM,47,Perrin Aybara,,,Alive ,,,,Goshien,Unknown sept
Sulamein so Bhagad,,Unknown nationality,Female,,,,,,,TSR,58,,,,,Court of the Sun,Chief Historian ,,Forseen ,,Historian,,,
Sulaan,,Seanchan,Female,Very small,,,,,,,,AMOL,45,AMOL,45,,,Morat'raken,Dead,,,,,
Suilin Escanda,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,396 NE,,Blue Ajah,,
Suana Dragand,,Shienaran,Female,,,,,Lanky,,TPOD,25,COT,21,TGS,46,White Tower,First Weaver,Aes Sedai,Alive ,,Sitter,Yellow Ajah,,
Sorelle,,Aiel,Female,,,,,,,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,
Sotarin,,Aiel,Female,,,,,,,,,ACOS,3,ACOS,3, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Sorilea,,Aiel,Female,,,"Thin, white",Green,Sinewy,,TFOH,5,TFOH,23,AMOL,Epilogue, ,,,Alive ,,Wise One,,Chareen,Jarra (sept)
Sorella ay Marena,,Manetherenite,Female,,,,,,,TWORJTWOT,,,,,,,Queen of Manetheren ,Queen,Dead,,,,,
Somara,,Aiel,Female,Very tall,,Blond,,,,,,TFOH,46,TPOD,29, ,,,Dead,1000 NE,,,Daryne,Bent Peak
Somma,,Aiel,Female,,,,,,,,,TOM,15,TOM,15, ,,,Alive ,,,,Unknown clan,Unknown sept
Sora Grady,,Unknown nationality,Female,,,,,Plump,,,,LOC,3,LOC,42,,,,Alive ,,,,,
Soong,,,Female,,,,,,Ogier,LOC,20,,,,,,,,Alive ,,,,,
Someryn,,Aiel,Female,Tall,,"Sandy yellow, very long",,,,,,ACOS,Prologue,COT,9,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Solinda,,Unknown nationality,Female,,,"Long, sun-red",,,,TSR,26,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,
Solain Morgeillin,,Unknown nationality,Female,,,,,,,,,ACOS,29,WH,8,The Kin,,,Alive ,,,,,
Soffi Moraton,,Andoran,female ,,,,,,,TOM,,TOM,,,,Two Rivers,,,Alive ,,,,,
Soferra,,,Female,,,,,,Ogier,TSR,43,,,,,,,,Dead,,,,,
Siuan Sanche,958 NE,Tairen,Female,Average,,"Dark, shoulder-length",Blue,,,,,NS,2,AMOL,37,White Tower,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,
Silviana Brehon,849 NE,Amadician,Female,,,Dark,,Stocky,,TFOH,Prologue,TPOD,25,AMOL,37,White Tower,Keeper of the Chronicles,Aes Sedai,Alive ,,,Red Ajah,,
Silvane Redfor,,Andoran,Female,,,,,,,The Wheel of Time Companion,,,,,,Unaligned sisters,,Aes Sedai,Alive ,,,Green Ajah,,
Sillia Cerano,,Unknown nationality,Female,,,,,,,TFOH,36,,,,, ,,,Alive ,,Entertainer,,,
Silene Dorelmin,,Kandori,Female,,,,,Slim,,,,NS,24,NS,24,,,,Alive ,,Seamstress,,,
Sierin Vayu,736 NE,Unknown nationality,Female,,,,Hard,Plump,,,,NS,14,NS,14,,Amyrlin Seat,Aes Sedai,Dead,984 NE,,Gray Ajah,,
Siedre,,Aiel,Female,,,Red-gold,,,,,,,,,,,,,Dead,,,,Da'shain Aiel,
Sigril,,Saldaean,Female,,,,,,,TOM,24,,,,,Saldaea,,,Alive ,,,,,
Shimoku,,Kandori,Female,,,,Dark,,,,,LOC,14,LOC,14,White Tower,,Accepted,Alive ,,,,,
Sibella,,Unknown nationality,Female,,,Yellow,,Scrawny,,,,ACOS,38,TPOD,3,The Kin,,Elder,Alive ,,,,,
Shyanda,,Aiel,Female,,,Fiery Red,,,,,,WH,Prologue,WH,Prologue,,,,Alive ,,Wise One,,Goshien,Unknown sept
Shimel,,Far Madding,Female,,,,,,,,,WH,32,WH,32,,,,Alive ,,Merchant,,,
Shiaine Avarhin,,Andoran,Female,,,,,,,WH,10,,,,,,Lady,,Dead,,,,,
Shielyn din Sabura Night Waters,,,Female,Tall,,,,Slender,,,,WH,11,TOM,36,,,Windfinder,Alive ,,,,,
Sheriam Bayanar,,Saldaean,Female,,,Fiery red,"Pale Green, slanted",Slightly plump,,,,NS,6,TGS,45,Black Ajah,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,
Shevan Gadarin,843 NE,Kandori,Female,Tall,,,,Thin,,,,TPOD,25,TGS,46,White Tower,,Aes Sedai,Dead,1000 NE,Sitter,Brown Ajah,,
Sheraine Caminelle,,Cairhienin,Female,Very short,,Dark,,Slender,,,,TGH,42,KOD,36,,,Aes Sedai,Alive ,,,Blue Ajah,,
Shemerin,828 NE,Unknown nationality,Female,,,,,Plump,,,,TSR,47,TGS,26,White Tower,,Accepted,Alive ,,,Yellow Ajah,,
Shendla,,Sharan,Female,,,,,,,,,AMOL,37,AMOL,38,Bao the Wyld,,Ayyad,Alive ,,,,,
Shein Chunla,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,651 NE,,Green Ajah,,
Sharmad Zeffar,,Domani,Female,,,,,Plump,,,,LOC,Prologue,LOC,Prologue,Two Rivers,,,Alive ,,,,,
Shemari,,Unknown nationality,Female,,,,,,,,,COT,17,COT,17,White Tower,,Aes Sedai,Alive ,,Librarian,Brown Ajah,,
Shemaen,,Unknown nationality,Female,,,,,,,NS,8,,,,,,,Aes Sedai,Alive ,,,Unknown Ajah,,
Shanni,,Aiel,Female,,,,,,,AMOL,Prologue,,,,,,,,Alive ,,Wise One,,Daryne,Unknown sept
Shanelle,,Altaran,Female,,,,Light Blue,,,,,LOC,30,LOC,30,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Sharina Melloy,933 NE,Murandian,Female,,,"Gray, tied in bun",,,,TGH,23,COT,17,TGS,18,White Tower,,Novice,Alive ,,,,,
Shanal,,Unknown nationality,Female,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive ,,,,,
Shalon din Togara Morning Tide,,,Female,,,,,,,,,ACOS,34,KOD,22,,,Windfinder,Alive ,,,,,
Shanan,,Seanchan,Female,,,,,,,,,AMOL,Epilogue,AMOL,Epilogue,,,,Alive ,,,,,
Shahal Comanli,c. 800 NE,Domani,Female,"5'2""",,,,Stout,,The Wheel of Time Companion,,,,,,Unaligned sisters,,Aes Sedai,Alive ,,,Gray Ajah,,
Shana Goridien,882 NE,Unknown nationality,Female,,,,Bulging,,,,,LOC,40,COT,19,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Sevlana Meseau,,Unknown nationality,Female,,,,,,,ACOS,19,,,,,White Tower,,Aes Sedai,Dead,,,Gray Ajah,,
Setsuko,,Arafellin,Female,Short,,,Pale,Stocky,,,,NS,6,NS,6,White Tower,,Novice,Alive ,,,,,
Setalle Anan,902 NE,Borderlander,Female,,,Graying,Hazel,,,,,LOC,47,AMOL,34,,,,Alive ,,Innkeeper,,,
Sevanna,,Aiel,Female,,,Golden,Green,,,TSR,49,TSR,57,KOD,30,Aiel,,Roofmistress,Alive ,,,,Shaido,Jumai
Serrisa,,Seanchan,Female,,,,,,,,,TGH,29,TGH,29,Egeanin Tamarath,,,Alive ,,,,,
Serinia,,Unknown nationality,Female,,,,,,,,,AMOL,1,AMOL,1,White Tower,,,Alive ,,,Unknown Ajah,,
Serile,,,Female,,Average,,,,,,,KOD,22,KOD,22,,,Windfinder,Alive ,,,,,
Seri,982 NE,Seanchan,Female,,,,,,,,,TFOH,32,TFOH,32,,,,Alive ,,,,,
Seta Zarbey,,Seanchan,Female,Short,,Yellow,Blue,,,,,TGH,45,TOM,17,,,,Alive ,,,,,
Sereine dar Shamelle Motara,,Jaramide,Female,,,,,,,TSR,1,,,,,,,,Dead,,,,,
Sergase Gilbearn,,Andoran,Female,Small,,"Dark, touches of white",,Slim,,LOC,28,KOD,17,,,House Trakand,Lady,,Alive ,,,,,
Serenia Latar,,Unknown nationality,Female,,,,,,,LOC,31,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,306 NE,,Gray Ajah,,
Serancha Colvine,835 NE,Unknown nationality,Female,,,Light brown,Pale blue,,,ACOS,32,KOD,24,TGS,43,White Tower,Head Clerk,Aes Sedai,Alive ,,,Gray Ajah,,
Sereille Bagand,586 NE,Far Madding,Female,,,,,,,ACOS,32,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,890 NE,,White Ajah,,
Serailla,,Kandori,Female,,,,Dark,,,,,TPOD,Prologue,TPOD,Prologue,Kandor,First Councilor ,Lady,Alive ,,,,,
Serafelle Tanisloe,,Murandian,Female,,,,,,,NS,6,TGH,4,TDR,18,Elaida a'Roihan's White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Seralin,,Aiel,Female,,,,,,,Wheel of Time Companion,,,,,,,,,Alive ,,Wise One,,Shaido,Unknown sept
Sera,,Seanchan,Female,,,"Curly, dark",,,,,,WH,14,WH,14,,,,Alive ,,,,,
Seonid Traighan,928 NE,Cairhienin,Female,Short,,Dark,,,,LOC,41,LOC,43,TOM,26,Perrin Aybara,,Aes Sedai,Alive ,,,Green Ajah,,
Sephanie Pelden,,Andoran,Female,,,,,Stocky,,,,COT,12,KOD,35,Elayne Trakand,,,Alive ,,Maid,,,
Senine din Ryal,,,Female,,,Graying,,,,,,TPOD,2,KOD,33,,,Windfinder,Alive ,,,,,
Selindrin,,Taraboner,Female,,,,,Sleek,,,,TSR,38,TSR,38,Tarabon,,,Alive ,,Tavernkeeper,,,
Semirhage,Age of Legends,,Female,Unusually tall,,"Short, wavy","Dark, large",Slender,,TFOH,3,LOC,Prologue,TGS,22,,,Chosen,Dead,1000 NE,,,,
Selande Darengil,,Cairhienin,Female,Short,,"Dark, long",,,,,,TFOH,51,TOM,30,Cha Faile,,,Alive ,,,,,
Selame Necoine,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,5 NE,,Green Ajah,,
Selame,,Tairen,Female,,,,,,,ACOS,8,ACOS,10,,,,,,Dead,1000 NE,Maid,,,
Sendara,,Aiel,Female,,,,,,,KOD,18,,,,, ,,,Dead,,,,Taardad,Iron Mountain
Selucia,,Seanchan,Female,Average,,Gold,Blue,,,,,WH,14,AMOL,24,,,,Alive ,,,,,
Sefela,,Aiel,Female,,,,,,,,,TSR,12,TSR,12,,,,Alive ,,,,Unknown clan,Unknown sept
Segan do Avharin a'Roos,,Murandian,Female,Tall,,"Long, Dark",Dark,Slender,,,,TPOD,17,TPOD,18,,Lady,,Alive ,,,,,
Sedore Dajenna,813 NE,Tairen,Female,,,Dark,Dark,,,,,TPOD,25,TOM,37,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Yellow Ajah,,
Sela,,Andoran,Female,,,,,,,TFOH,1,,,,,House Bryne,,,Alive ,,,,,
Sealdre,,Aiel,Female,,,Golden,,,,,,TSR,25,TSR,25,,,,Dead,,,,Aiel,
Seana,,Aiel,Female,,,"Dark, Gray-streaked",Blue-Gray,,,TDR,39,TSR,23,,,,,,Dead,999 NE,Wise One,,Nakai,Black Cliffs
Seaine Herimon,841NE,Murandian,Female,,,"Black, thick",Watery blue,,,ACOS,8,ACOS,32,AMOL,21,White Tower,,Aes Sedai,Alive ,,Sitter,White Ajah,,
Savion Amhara,,Far Madding,Female,,,,,,,WH,22,,,,,Far Madding,,First Counsel,Dead,,,,,
Sarinde,,Aiel,Female,,,,,,,ACOS,18,AMOL,6,AMOL,6,,,,Alive ,,Wise One,,Codarra,Unknown sept
Savara,,Seanchan,Female,,,,,,,,,AMOL,24,AMOL,24,,,,Alive ,,,,,
Saroiya Farseen,857 NE,Domani,Female,,,,,Blocky,,TFOH,26,TPOD,16,TOM,27,White Tower,,Aes Sedai,Alive ,,Sitter,White Ajah,,
Sarendhra,,Aiel,Female,,,,Blue,,,,,KOD,21,KOD,21, ,,,Alive ,,,,Shaido,Unknown sept
Sashalle Anderly,816 NE,Unknown nationality,Female,,,Curly,Blue,,,WH,14,COT,Prologue,AMOL,42,The Dragon Reborn,,Aes Sedai,Alive ,,,Red Ajah,,
Sareitha Tomares,965 NE,Tairen,Female,,,Dark,Brown,,,,,ACOS,16,KOD,31,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Sarena,,Altaran,Female,,Stocky,,,,,,,LOC,8,LOC,8,,Lady,Noblewoman,Alive ,,,,,
Sarasia,,Unknown nationality,Female,,,,,Plump,,,,TOM,52,TOM,52,The Kin,,,Alive ,,,,,
Sarene Nemdahl,955 NE,Taraboner,Female,,,"Dark, In beaded braids",,,,,,NS,4,AMOL,34,White Tower,,Aes Sedai,Unknown,,,White Ajah,,
Satina,,Unknown nationality,Female,,,,,,,LOC,14,LOC,14,LOC,14,Rebel Aes Sedai,,,Alive ,,Servant,,,
Saraline Amerano,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Unknown Ajah,,
Sari Ayellin,,Andoran,Female,,,,,,,TEOTW,16,,,,,Two Rivers,,,Alive ,,,,,
Sarainya Vostovan,924 NE,Arafellin,Female,,,,,,,,,ACOS,24,TPOD,28,The Kin,,,Alive ,,,,,
Saralin,,Aiel,Female,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Sanetre,,Unknown nationality,Female,,,,,,,,,KOD,32,KOD,32,Queen's Guard,,,Alive ,,Soldier,,,
Sara,,Andoran,Female,,,,,,,,,TEOTW,15,TEOTW,15,,,,Alive ,,Cook,,,
Sammana,,Aiel,Female,,,,,,,TOM,38,,,,,,,,Dead,,Wise One,,Unknown clan,Unknown sept
Sanaiye Asaheen,,Domani,Female,,,,,,,Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Samitsu Tamagowa,856 NE,Arafellin,Female,,,Dark,Hazel,,,,,ACOS,36,TOM,52,Unaligned sisters,,Aes Sedai,Alive ,,,Yellow Ajah,,
Salita Toranes,,Tairen,Female,,,Dark,Cool,Plump,,,,LOC,30,KOD,23,White Tower,,Aes Sedai,Alive ,,Sitter,Yellow Ajah,,
Salya,,,Female,,,,,,,TEOTW,4,,,,,,,,Fictional character,,,,,
Samalin Naeroda,935 NE,Murandian,Female,Tall,,,,,,,,LOC,35,KOD,23,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Salindi Casolan,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Sahra Covenry,984 NE,Unknown nationality,Female,,,Black,,,,,,TSR,1,TSR,17,White Tower,,Novice,Dead,999 NE,,,,
Salia Pomfrey,,Andoran,Female,,,,,,,NS,6,,,,,,,,Alive ,,,,,
Sabeine Ocalin,,Unknown nationality,Female,,,,,,,COT,14,,,,,The Kin,,,Alive ,,,,,
Saerin Asnobar,781 NE,Altaran,Female,,,"Dark, Graying",,,,,,TPOD,26,AMOL,Epilogue,White Tower,,Aes Sedai,Alive ,,Sitter,Brown Ajah,,
Saal,,Tar Valon,Female,,,,Big Brown,,,,,TDR,31,TDR,31,,,,Alive ,,Maid,,,
Wallein din Onill,,,Female,,,,,,,,,KOD,22,KOD,22,,,First Twelve,Alive ,,,,,
Yabeth,,Kandori,Female,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,Lady,Alive ,,,,,
Wellin,,Unknown nationality,Female,,,Gray,,Stout,,,,NS,6,NS,6,White Tower,,,Alive ,,Clerk,,,
Yuan,,Arafellin,Female,,,,Gray,Slim,,,,NS,9,NS,10,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Willa Mandair,,Unknown nationality,Female,,,,,,,NS,6,,,,,,,,Alive ,,,,,
Wyndera Ovan,,Unknown nationality,Female,,,,,,,Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Yeteri,,Unknown nationality,Female,,,Blond,,Petite,,,,TGS,40,TGS,40,White Tower,,Novice,Alive ,,,,,
Yseidre Tirado,,Tairen,Female,,,,,,,RPG,,,,,,,High Lady of Tear,,Dead,,,,,
Yurith Azeri,,Saldaean,Female,Tall,,,,Lean,,COT,14,KOD,32,KOD,32,,,,Alive ,,Queen's Guard,,,
Yasicca Cellaech,,Unknown nationality,Female,,,,,,,TOM,15,,,,,White Tower,,Aes Sedai,Dead,,,Brown Ajah,,
Turane,,,Female,,,,,Stocky,,,,KOD,22,KOD,22,,,Sailmistress,Alive ,,,,,
Voniel,,,Female,,,,,,Ogier,LOC,20,,,,,,,,Alive ,,,,,
Tzigan Sokorin,,Ghealdanin,Female,,,,Cold,,,,,WH,7,KOD,33,Queen's Guard,,Under-Lieutenant,Alive ,,Soldier,,,
Viria Connoral,,Unknown nationality,Female,,,Dark,,,,,,TOM,27,,,White Tower,,Aes Sedai,Alive ,,Sitter,Red Ajah,,
Vayelle Kamsa,914 NE,Unknown nationality,Female,,,,,,,WH,13,,,,,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
