name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Valan Luca,,Unknown nationality,Male,Tall,,Dark,,,,,,TFOH,13,KOD,35,,,,Alive,,Entertainer,,,
Yamwick,,Unknown nationality,Male,,,,,,,,,TEOTW,30,,,Children of the Light,,,Dead,998 NE,Soldier,,,
Zeram,,Far Madding,Male,,,,,,,,,WH,32,WH,33,,,,Alive,,Bootmaker,,,
Zang,,,Male,,,,,,,,,TOM,22,TOM,22,White Tower,,,Alive,,Tower Guard,,,
Yakobin,,Arafellin,Male,,,,,,,TOM,42,,,,,Arafel,,King,Dead,,,,,
Zaired Elbar,,Seanchan,Male,Tall,,,,,,,,TGH,40,KOD,37,Darkfriend,,,Dead,1000 NE,Soldier,,,
Yurith Azeri,,Saldaean,Female,Tall,,,,Lean,,COT,14,KOD,32,KOD,32,,,,Alive,,Queen's Guard,,,
Yukiri Haruna,837 NE,Arafellin,Female,,,,Green,Tiny,,,,TPOD,26,AMOL,Epilogue,White Tower,,Aes Sedai,Alive,,Sitter,Gray Ajah,,
Yseidre Tirado,,Tairen,Female,,,,,,,RPG,,,,,,,High Lady of Tear,,Dead,,,,,
Yuan,,Arafellin,Female,,,,Gray,Slim,,,,NS,9,NS,10,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Yeteri,,Unknown nationality,Female,,,Blond,,Petite,,,,TGS,40,TGS,40,White Tower,,Novice,Alive,,,,,
Yasicca Cellaech,,Unknown nationality,Female,,,,,,,TOM,15,,,,,White Tower,,Aes Sedai,Dead,,,Brown Ajah,,
Yanet,,Unknown nationality,Female,,,,,,,TOM,Prologue,,,,,,,,Dead,,,,,
Yabeth,,Kandori,Female,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,Lady,Alive,,,,,
Pylar,,Unknown nationality,Female,,,,,,,,,AMOL,31,AMOL,31,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Pritalle Nerbaijan,,Saldaean,Female,,,,Green,,,NS,4,COT,Prologue,KOD,24,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Ishara Nawan,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,454 NE,,Blue Ajah,,
Quillin Tasil,,Andoran,Male,,,"Thinning hair at the top and dark, short hair on the sides",,Tall,,,,TGS,31,TGS,31,Arad Doman,,,Alive,,Innkeeper,,,
Ivonell Bharatiya,,Unknown nationality,Female,,,,,,,COT,7,,,,,,,,Dead,,Author,,,
Habiger,,Altaran,Male,,,,,,,TGS,19,,,,,Beslan Mitsobar,,General,Alive,,Soldier,,,
Owyn Merrilin,,Andoran,Male,,,,,,,TEOTW,26,,,,,,,,Dead,,,,,
Qi,,Shienaran,Male,,,,,,,,,TOM,23,TOM,23,Lan Mandragoran,,,Alive,,Soldier,,,
Ivon,,Cairhienin,Male,,,,,,,TGH,26,,,,,,,,Alive,,Blacksmith,,,
Ispan Shefar,891 NE,Taraboner,Female,,,Black,,,,TDR,13,TFOH,18,TPOD,28,Black Ajah,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,
Iagin Handar,,Tairen,Male,,,,,Stocky,,,,KOD,21,KOD,21,Defender of the Stone,,,Alive,,Soldier,,,
Powl,,Unknown nationality,Male,,,,,,,WH,10,KOD,32,KOD,32,Darkfriend,,,Alive,,Warder,,,
Gwil,,Andoran,Male,,,,,,,LOC,Prologue,,,,,Two Rivers,,,Alive,,Servant,,,
Jasfer Anan,,Altaran,Male,,,Gray,,,,,,ACOS,17,WH,29,,,,Alive,,Ship captain,,,
Gyldan,,Unknown nationality,Female,,,,,,,,,TDR,22,TDR,22,Black Ajah,,Aes Sedai,Unknown,,,Red Ajah,,
Guisin,,Unknown nationality,Female,Tall,,Silver-gold,,,,LOC,15,WH,28,WH,28,Seanchan,,Aes Sedai,Alive,,,Gray Ajah,,
Gregana,,Seanchan,Female,,,,,,,,,TGS,40,TGS,40,,,,Dead,1000 NE,,,,
Graendal,Age of Legends,,Female,,,"Red-gold, curled",,Voluptuous,,TSR,58,TFOH,Prologue,TOM,Epilogue,,,Chosen,Dead,1000 NE,,,,
Grubb,,Andoran,Female,,,,,,,TEOTW,39,,,,,,,,Alive,,Healer,,,
Jesain,,Aiel,Female,Short,,"Long, Wild, Fiery Red",,,,,,COT,9,COT,9,Shaido Aiel,,,Alive,,Wise One,,Shaido,Unknown sept
Julanya Fote,,Unknown nationality,Female,,,"Dark, touches of white",,Plump,,COT,14,KOD,32,KOD,32,The Kin,,,Alive,,,,,
Juilaine Madome,903 NE,Ghealdanin,Female,Tall,,"Black, Short",,,,,,TPOD,26,TGS,46,White Tower,,Aes Sedai,Alive,,Sitter,Brown Ajah,,
Gitara Moroso,672 NE,Unknown nationality,Female,Tall,,Snow white,,Voluptuous,,,,NS,2,NS,2,,Keeper of the Chronicles,Aes Sedai,Dead,978 NE,,Blue Ajah,,
N'Delia Basolaine,,Hol Cuchone,Female,,,,,,,TFOH,Prologue,,,,,Hol Cuchone,Swordfast,First Maid,Dead,,Historian,,,
Neferi,,Seanchan,Female,,,,,,,WH,14,,,,,,,Soe'feia,Dead,998 NE,,,,
Niko Tokama,,,Female,,,,,,,,,WH,Prologue,,,,,,Alive,,Inventor,,,
Niere,,Unknown nationality,Female,,,,,,,TOM,20,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Nyein din Kalede,,,Female,,,Dark,Dark,,,WH,11,,,,,White Tower,,Aes Sedai,Alive,,Librarian,Brown Ajah,,
Nubei Peldovni,,Arafellin,Female,,,,,,,Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Nosinda,,Aiel,Female,,,,,,,Wheel of Time Companion,,,,,,,,,Alive,,Wise One,,Shaido,Unknown sept
Notori,,Unknown nationality,Female,,,,,,,TOM,37,,,,,Black Ajah,,Aes Sedai,Dead,1000 NE,,Unknown Ajah,,
Notasha,,Unknown nationality,Female,,,,,,,,,TGS,41,TGS,41,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Norlea,,Aiel,Female,,,,,,,,,ACOS,Prologue,TPOD,11,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept
Norla,,Black Hills,Female,,,,,,,WH,34,,,,,,,,Dead,,,,,
Norlesh,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Norie,,Seanchan,Female,,,,,,,,,KOD,4,KOD,4,,,,Alive,,,,,
Noane Masadim,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,973 NE,,Blue Ajah,,
Norine Dovarna,,Unknown nationality,Female,,,,Large,,,,,ACOS,Prologue,KOD,24,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Nisura,,Shienaran,Female,,,,,,,,,TGH,8,TGH,8,,,,Alive,,attendant,,,
Nissa,,Unknown nationality,Female,,,,,,,,,TOM,27,TOM,27,White Tower,,Accepted,Alive,,,,,
Nisao Dachen,821 NE,Unknown nationality,Female,Very Short,,,,,,,,TFOH,50,KOD,23,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Nisain a'Cowel,873 NE,Murandian,Female,,,,Startlingly blue,Gangly,,,,COT,19,COT,19,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
Niolle,,,Female,,,,,,,,,KOD,22,KOD,22,,,First Twelve,Alive,,,,,
Nirelle Coidevwin,,Cairhienin,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,419 NE,,Green Ajah,,
Niella,,Aiel,Female,,,Dark reddish,Blue-green,,,,,TFOH,36,LOC,18,The Dragon Reborn,,,Alive,,,,,
Nimri,,Unknown nationality,Female,,,,,Petite,,,,TOM,23,TOM,23,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Nieda Sidoro,,Illianer,Female,,,,,Stout,,,,TGH,9,TDR,44,Moiraine Damodred,,,Alive,,Innkeeper,,,
Nichil,,Aiel,Female,Short,,Golden,,,,,,AMOL,5,AMOL,5,Rand al'Thor,,,Alive,,,,Unknown clan,Unknown sept
Nildra,,Unknown nationality,Female,,,Gray,,"Stick-like, wiry",,,,LOC,8,TPOD,18,White Tower,,,Alive,,Maid,,,
Nicola Treehill,974 NE,Ghealdanin,Female,Average,,Dark,"Black, big",Slender,,,,TFOH,49,TOM,38,White Tower,,Accepted,Dead,1000 NE,,,,
Nianh,,Unknown nationality,Female,,,,,,,TPOD,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,
Niande Moorwyn,851 NE,Unknown nationality,Female,,,Pale,,Plump,,LOC,25,ACOS,36,ACOS,36,,,Aes Sedai,Alive,,,Gray Ajah,,
Neysa Ayellin,,Andoran,Female,,,"Gray, braided",,,,,,TSR,42,TSR,56,Two Rivers,Women's Circle Member,,Alive,,,,,
Nevarin,,Aiel,Female,,,"Sandy, long",Green,,,,,ACOS,27,TOM,4,Perrin Aybara,,,Alive,,Wise One,,Unknown clan,Unknown sept
Nesune Bihara,826 NE,Kandori,Female,,,Dark,Almost black,Slender,,,,LOC,Prologue,AMOL,23,Dragon Reborn,,Aes Sedai,Alive,,,Brown Ajah,,
Nesta din Reas Two Moons,,,Female,,,White,Dark,,,,,ACOS,13,ACOS,37,,,Mistress of the Ships,Dead,1000 NE,,,,
Nesita,,Unknown nationality,Female,,,,Blue,Plump,,,,KOD,24,TGS,18,Black Ajah,,Aes Sedai,Alive,,,Red Ajah,,
Nerrine,,Aiel,Female,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Nestelle din Sakura South Star,,,Female,,,,,,,,,WH,31,WH,31,,,Windfinder,Alive,,,,,
Nerith,,Seanchan,Female,,,,,,,,,TPOD,22,TPOD,23,Ever Victorious Army,,,Alive,,,,,
Nerilea,,Aiel,Female,,,,,,,,,ACOS,7,ACOS,7,,,,Alive,,,,Unknown clan,Unknown sept
Nesair,,Aiel,Female,,,,,,,,,TPOD,27,TPOD,27,,,,Alive,,,,Shaido,Unknown sept
Nemaris,,Unknown nationality,Female,,,,,,,KOD,1,,,,,,,,Alive,,,,,
Nenci,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,
Nemaira Eldros,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,,,
Nelsa,,Altaran,Female,,,,,Slim,,,,COT,29,,,,,,Alive,,,,,
Nelavaire Demasiellin,850 NE,Cairhien,Female,,,,,,,TGS,31,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Nelein Matherin,,Andoran,Female,,,,,,,COT,10,,,,,House Matherin,Lady,Lady,Dead,,,,,
Nela Thane,,Andoran,Female,,,,,,,,,,,,,Two Rivers,,,Alive,,,,,
Neilyn,,Unknown nationality,Female,,,,,,,,,WH,15,WH,15,Valan Luca,,,Alive,,Entertainer,,,
Nela al'Caar,,Andoran,Female,,,"Gray, braided",,,,TGH,23,TSR,45,TSR,45,Two Rivers,,,Alive,,,,,
Neain,,Andoran,Female,,,,,,,TSR,29,,,,,Two Rivers,,,Dead,999 NE,,,,
Negaine,,Unknown nationality,Female,Tall,,,,Spindly,,KOD,2,TGS,6,TGS,6,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Natti Cauthon,956 NE,Andoran,Female,,,,,,,,,TEOTW,Ravens,TSR,45,Two Rivers,,,Alive,,,,,
Nedare Satarov,,Kandori,Female,,,Glossy Black,,,,,,NS,23,NS,23,,,,Alive,,Innkeeper,,,
Natasia,,Saldaean,Female,,,,"Dark, Tilted",,,,,NS,12,NS,14,White Tower,,Aes Sedai,Alive,,,Blue Ajah,,
Nazelle,,Kandori,Female,,,,,,,TPOD,Prologue,,,,,Kandor,Lady,,Alive,,,,,
Negara,,Andoran,Female,,,,,,,LOC,28,TPOD,18,TPOD,18,,Lady,,Alive,,,,,
Nashia,,Unknown nationality,Female,,,,,,,,,TOM,52,TOM,52,The Kin,,,Alive,,,,,
Narisse,,Aiel,Female,,,Graying,"Green, deep-set",,,,,TSR,25,TSR,25,,,,Dead,,,,Jenn Aiel,
Nata,,Seanchan,Female,Squat,,Dark,,Bell-shaped,,,,AMOL,19,AMOL,19,,,,Alive,,Servant,,,
Narvais Maslin,,Far Madding,Female,,Slim,Gray,,,,,,WH,24,WH,34,,,Counsel,Alive,,,,,
Naris Pelden,,Andoran,Female,,,,,Stocky,,,,COT,12,KOD,35,Elayne Trakand,,,Alive,,Maid,,,
Nariene,,Altaran,Female,,,,,,,ACOS,39,,,,,,Queen of Altara,Queen,Dead,,,,,
Narenwin Barda,913 NE,Unknown nationality,Female,Short,,,,Thin,,TFOH,10,COT,Prologue,TGS,13,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Narendhra,,Aiel,Female,,,,,,,Wheel of Time Companion,,,,,,,,,Alive,,Wise One,,Shaido,Unknown sept
Naorisa Cambral,,Unknown nationality,Female,,,,,,,,,TGS,43,TGS,43,White Tower,Sitter,Aes Sedai,Alive,,,Gray Ajah,,
Nana,,Mayene,Female,,,,,,,,,WH,5,COT,7,,,,Alive,,Maid,,,
Nan Belman,,Andoran,Female,,,,,,,,,LOC,28,LOC,28,Darkfriend,,,Alive,,,,,
Nalhera,,Far Madding,Female,,,gray,,,,,,WH,22,WH,2,,,,Alive,,Innkeeper,,,
Namene,,Domani,Female,Tall,,,,Slim,,,,KOD,24,KOD,24,White Tower,,Novice,Alive,,,,,
Nandera,,Aiel,Female,Tall,,Graying,Green,Sinewy,,,,LOC,21,TGS,37,,,,Alive,,,,Unknown clan,Unknown sept
Nakomi,,Aiel,Female,,,graying,,,,,,TOM,39,AMOL,Epilogue,,,,Unknown,,,,,
Naiselle,,Altaran,Female,,,,,,,,,TPOD,6,TPOD,20,,,,Alive,,Banker,,,
Nalasia Merhan,,Unknown nationality,Female,,,,,,,,,TGS,Epilogue,TGS,Epilogue,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Nalla,,Aiel,Female,,,,,,,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,
Nalaene Forrell,,Ghealdanin,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Unknown,,,Yellow Ajah,,
Namine Tasil,,Domani,Female,,,,,,,TGS,31,,,,,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Nagora,,Cairhienin,Female,Short,,"Pale, in a roll",,Lean,,,,KOD,24,TGS,12,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Naime din Malzar,,,Female,,,,,,,,,TPOD,5,TPOD,5,,,Windfinder,Alive,,,,,
Naeise,,Aiel,Female,,,,,,,,,ACOS,40,,,Sevanna,,,Dead,1000 NE,,,Shaido,Moshaine
Nadere,,Aiel,Female,Tall,,Pale,Green,Wide,,,,WH,Prologue,TGS,3,,,,Alive,,Wise One,,Goshien,Unknown sept
Naean Arawn,,Andoran,Female,,,Gleaming dark,"Blue, big",Slim,,,,TFOH,19,TOM,50,Andor,Lady,High Seat,Alive,,,,,
Nacelle Kayama,855 NE,Malkieri,Female,Tall,,,Blue,Slender,,,,KOD,23,KOD,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Juendan,,,Female,,,,,,Ogier,TDR,50,,,,,,,,Dead,,,,,
Joslyn Aybara,,Andoran,Female,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Dead,999 NE,,,,
Josaine,,Unknown nationality,Female,,,,,,,ACOS,32,TGS,40,TGS,40,White Tower,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Jorille Mondevin,,Unknown nationality,Female,,,,,,,TSASG,,,,,,,,,Alive,,Historian,,,
Jorath,,Ghealdanin,Female,,,,,,,TDR,8,,,,,,,,Alive,,,,,
Joline Maza,899 NE,Unknown nationality,Female,,,,"Brown, Large",Slender,,,,TSR,47,TOM,17,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Jonasim,,Saldaean,Female,,,,,,,TOM,16,,,,,,,,Dead,,Queen,,,
Joiya al'Thor,,Andoran,Female,,,,,,,,,TDR,22,TDR,22,Two Rivers,,,Unknown,,,,,
Joiya Byir,828 NE,Andoran,Female,,,Dark,Dark gray,,,TDR,25,TDR,51,TSR,12,Black Ajah,,Aes Sedai,Dead,999 NE,,Gray Ajah,,
Jorin din Jubai White Wing,,,Female,,,,,,,,,TSR,19,TSR,39,,,Windfinder,Alive,,,,,
Joinde,,Aiel,Female,,,,,,,TFOH,3,,,,,,,,Alive,,,,Shaarad,Black Rock
Jolien,,Aiel,Female,,,Red-gold,Blue,,,,,TDR,38,TFOH,44,,,,Dead,999 NE,,,Nakai,Salt Flat
Jinjin,,Seanchan,Female,,,,,,,,,ACOS,26,ACOS,26,,,,Alive,,,,,
Jini,,Seanchan,Female,,,"Short, yellow",,,,,,TFOH,32,TFOH,32,,,,Alive,,,,,
Jillari,,Seanchan,Female,,,"Long, fiery red",Green,Slight,,WH,8,KOD,14,KOD,14,,,,Alive,,,,,
Jharen,,Amadician,Female,,,"gray, curly, long",,Plump,,,,TFOH,13,TFOH,16,,,,Alive,,Innkeeper,,,
Jillien,,Unknown nationality,Female,,,,,Plump,,,,TPOD,20,TPOD,28,The Kin,,,Alive,,Goldsmith,,,
Jezrail,,Tairen,Female,,,Dark,,,,,,KOD,24,AMOL,14,The Shadow,,Aes Sedai,Alive,,,Red Ajah,,
Jestian Redhill,,Unknown nationality,Female,,,,,,,ACOS,6,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Jennet,,Andoran,Female,,,,,,,NS,6,,,,,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
Jerilin al'Caar,,Andor,Female,,,,,Skinny,,,,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,
Jenare Balmaen,,Unknown nationality,Female,,,,,Sturdy,,,,WH,Prologue,AMOL,3,The Shadow,,Aes Sedai,Alive,,,Red Ajah,,
Jennet,,Murandian,Female,,,,Big,,,,,TPOD,18,TPOD,18,Murandy,Lady,Novice,Alive,,,,,
Jendhilin,,Aiel,Female,,,,,,,WH,34,,,,,,,,Dead,,,,Miagoma,Cold Peak
Jesamyn,,Unknown nationality,Female,,,Golden,,,,,,AMOL,Prologue,AMOL,Prologue,The Kin,,,Alive,,,,,
Jesse Bilal,752 NE,Unknown nationality,Female,,,,Dark,,,LOC,27,TGS,43,TGS,43,White Tower,First Chair,Aes Sedai,Alive,,,Brown Ajah,,
Jeaine Caide,912 NE,Domani,Female,,,Dark,Dark brown,,,,,NS,11,AMOL,44,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Jera,,Altaran,Female,,,,,,,,,,,KOD,11,,,,Alive,,Maid,,,
Jasmen,,Unknown nationality,Female,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive,,,,,
Javindhra Doraille,842 NE,Unknown nationality,Female,,,,,Angular,,,,TFOH,Prologue,AMOL,14,Turning,,Aes Sedai,Alive,,,Red Ajah,,
Jarene,966 NE,Kandori,Female,,,,,,,,,NS,25,NS,25,Kandor,,,Alive,,,,,
Jarna Malari,,Unknown nationality,Female,,,"Long, black, white at temples",Brown,,,,,NS,6,NS,6,Black Ajah,,Aes Sedai,Dead,983 NE,Sitter,Gray Ajah,,
Jara Doweel,,Unknown nationality,Female,,,,,,,TPOD,26,,,,,,,,Alive,,Farmer,,,
Janny,,Andoran,Female,,,,,,,,,COT,15,COT,15,,,,Alive,,Maid,,,
Janya Frende,,Andoran,Female,,,"Short, Dark",,Slim,,,,LOC,Prologue,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,Brown Ajah,,
Jancy Torfinn,985 NE,Andoran,Female,,,,,,,,,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,
Jamilila Norsish,,Unknown nationality,Female,,,,,,,TGS,Epilogue,,,,,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Jan,,Andoran,Female,,,,,,,LOC,Prologue,,,,,,,,Alive,,Seamstress,,,
Janine Pavlara,963 NE,Arafellin,Female,,,,,,,,,ACOS,1,ACOS,1,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Jalindin,,Seanchan,Female,,,,Dark,,,,,TFOH,32,TFOH,32,,,,Alive,,Seeker for Truth,,,
Jameine,,Unknown nationality,Female,,,,,Willowy,,,,WH,15,COT,3,Valan Luca,,,Alive,,Seamstress,,,
Janira,,Saldaean,Female,,,Gray,,,,,,ACOS,38,ACOS,38,The Kin,,Elder,Dead,1000 NE,,,,
Janina,,Aiel,Female,,,Flaxen,Pale blue,,,,,TPOD,9,KOD,29,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Jalani,983 NE,Aiel,Female,,,,Green,,,,,LOC,1,TGS,31,,,,Alive,,,,Unknown clan,Unknown sept
Jair,,Aiel,Female,,,,,,,ACOS,18,,,,,,,,Alive,,,,Daryne,Unknown sept
Jadein,,,Female,,,,,Lean,,,,KOD,22,KOD,22,,,Deckmistress,Alive,,,,,
Jala Bandevin,,Unknown nationality,Female,Very short,,Gray,,,,,,NS,7,KOD,Prologue,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Gillin,,Unknown nationality,Female,,,,,,,,,WH,15,WH,15,Valan Luca,,,Alive,,Entertainer,,,
Gille,,Seanchan,Female,,,Pale,,,,,,TPOD,22,TPOD,23,Ever Victorious Army,,,Dead,1000 NE,,,,
Gilda,,Andoran,Female,,,,,,,,,TEOTW,41,TEOTW,41,,,,Alive,,Maid,,,
Gerra Kishar,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,638 NE,,Gray Ajah,,
Gelarna,,Unknown nationality,Female,,,,,Short,,,,TGS,6,TGS,6,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Gera,,Unknown nationality,Female,,,,,Fat,,,,LOC,7,LOC,7,Rebel Aes Sedai,,,Alive,,Cook,,,
Gallanha,,Unknown nationality,Female,,,Golden,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,
Galina Casban,875 NE,Unknown nationality,Female,,,"Long, Black",Hard,,,,,LOC,Prologue,KOD,30,Black Ajah,,Aes Sedai,Alive,,,Red Ajah,,
Gallger,,Far Madding,Female,,,,,,,,,WH,32,WH,32,,,,Alive,,Innkeeper,,,
Gabrelle Brawley,902 NE,Murandian,Female,"5'5""",,"Brown, short",Green,Average,,,,WH,Prologue,AMOL,48,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Frielle Anan,,Altaran,Female,,,,,,,,,LOC,52,WH,19,,,,Alive,,Maid,,,
Fortuona Athaem Devi Paendrag,980 NE,Seanchan,Female,Less than 5 feet,Petite,Black,Brown,,,TGH,34,WH,14,AMOL,Epilogue,,Empress,Empress,Alive,,,,,
Galbrait,,Sharan,Female,,,,,,,,,,,,,Bao the Wyld,,Ayyad,Alive,,,,,
Fionnda Annariz,,Tairen,Female,,,,Iron,,,,,LOC,19,COT,Prologue,,High Lady of Tear,,Alive,,,,,
Feragaine Saralman,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,754 NE,,Blue Ajah,,
Feraighin,,Aiel,Female,,,Red,,,,,,ACOS,3,ACOS,3,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Fera Sormen,,Unknown nationality,Female,,,,,,,COT,24,,,,,Black Ajah,,Aes Sedai,Alive,,,White Ajah,,
Ferane Neheran,727 NE,Domani,Female,Short,,"Long, Black",,Stout,,TPOD,25,COT,21,AMOL,31,White Tower,First Reasoner,Aes Sedai,Alive,,Sitter,White Ajah,,
Felaana Bevaine,,Unknown nationality,Female,,,"Yellow, Gleaming",,Slim,,,,NS,17,KOD,24,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Farellien,,Unknown nationality,Female,,,,,,,ACOS,32,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Faolain Orande,970 NE,Unknown nationality,Female,,,"Dark, Curly",,,,,,TDR,11,AMOL,21,White Tower,,Aes Sedai,Alive,,,Blue Ajah,,
Farnah Sadaou,,Unknown nationality,Female,,,,,,,,,TOM,27,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,Green Ajah,,
Falendre,,Seanchan,Female,,,Streaks of gray,"Dark, tilted",,,,,KOD,27,TGS,Prologue,,,,Alive,,,,,
Falion Bhoda,,Kandori,Female,,,"Dark, glossy",,,,,,TFOH,18,AMOL,23,Black Ajah,,Aes Sedai,Dead,1000 NE,Dreadlord,White Ajah,,
Famelle Juarde,,Taraboner,Female,,,Honey,Brown,Slender,,,,ACOS,37,WH,11,The Kin,,Elder,Alive,,,,,
Faiselle Darone,829 NE,Domani,Female,,,,,Stocky,,LOC,34,TPOD,16,AMOL,31,White Tower,,Aes Sedai,Alive,,Sitter,Green Ajah,,
Jurah Haret,,Tairen,Male,,,Balding,,,,,,TDR,50,TDR,53,,,,Alive,,Innkeeper,,,
Jurad Accan,,Andoran,Male,,,,,,,COT,11,,,,,House Trakand,,,Alive,,,,,
Juranai,,Aiel,Male,,,"Brown, streaked with white",,,,,,TFOH,41,TFOH,41,,,,Alive,,,,Unknown clan,Unknown sept
Juric,,Aiel,Male,,,,,,,,,,,,,Bair,,,Alive,,,,Unknown clan,Unknown sept
Faeldrin Harella,,Taraboner,Female,,,Dark,Cool,,,,,LOC,Prologue,WH,32,White Tower,,Aes Sedai,Dead,,,Green Ajah,,
Juin,,,Male,,,,,,Ogier,,,TGH,35,TGH,37,,,,Alive,,,,,
Jur Grady,,Andoran,Male,,,,Dark,Stocky,,,,LOC,3,AMOL,45,Perrin Aybara,,Asha'man,Alive,,Asha'man,,,
Juilin Sandar,962 NE,Tairen,Male,"1 span, 5 inches",28 1/2 stone,Black,Dark,,,TDR,48,TDR,49,AMOL,37,,,,Dead,,Thief-catcher,,,
Jowdry,,Andoran,Male,,,,,,,TOM,8,,,,,,,,Dead,1000 NE,,,,
Jorlen Corbesan,,Unknown nationality,Male,,,,,,,TGS,5,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,
Jorshem,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,Unknown,,Clan chief,,Unknown clan,Unknown sept
Jorin Arene,,Amadicia,Male,,,,,,,TFOH,18,,,,,Darkfriend,,,Alive,,Merchant,,,
Jori,,Cairhienin,Male,Short,,Bald,,Very Wide,,,,LOC,29,KOD,1,White Tower,,,Alive,,Warder,,,
Jorgin,,Domani,Male,,,,,,,TGS,32,,,,,,,,Alive,,Questioner,,,
Jondyn Barran,,Andoran,Male,,,,,,,,,ACOS,1,KOD,4,Perrin Aybara,,,Alive,,Soldier,,,
Jovarin,,Unknown nationality,Male,,,,,,,TSR,47,,,,,,,,Alive,,Mason,,,
Jori Congar,,Andoran,Male,,,,,Skinny,,,,TPOD,9,TOM,53,Perrin Aybara,,,Dead,,Soldier,,,
Joni Shagrin,,Andoran,Male,,,"Gray, thinning",,Big,,,,TFOH,1,TFOH,28,House Bryne,,,Dead,1000 NE,,,,
Jonneth Dowtry,,Andoran,Male,,,,,Lanky,,,,TOM,46,AMOL,37,Logain Ablar,,Asha'man,Alive,,Asha'man,,,
Jophil,,Unknown nationality,Male,,,,,,,,,AMOL,6,AMOL,6,,,,Alive,,,,,
Jon Thane,,Andoran,Male,,,,,,,TEOTW,1,TEOTW,2,TSR,56,Two Rivers,Village Councilor,,Alive,,Miller,,,
